#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
158768383,0.5,11.687,4.815,6,24,-44,2412,FTM_GREEN,1
158769380,0.5,16.187,4.14,6,24,-38,2412,FTM_GREEN,1
158769923,0.5,12.0,4.59,6,24,-45,2412,FTM_GREEN,1
158770451,0.5,16.625,4.41,5,24,-45,2412,FTM_GREEN,1
158770996,0.5,14.812,3.285,4,24,-44,2412,FTM_GREEN,1
158771550,0.5,15.0,6.51,6,24,-49,2412,FTM_GREEN,1
158772075,0.5,20.5,2.73,5,24,-45,2412,FTM_GREEN,1
158772642,0.5,13.312,5.97,7,24,-51,2412,FTM_GREEN,1
158773191,0.5,15.25,5.475,6,24,-46,2412,FTM_GREEN,1
158773721,0.5,18.437,3.6,6,24,-45,2412,FTM_GREEN,1
158774707,0.5,15.75,5.49,6,24,-45,2412,FTM_GREEN,1
158775247,0.5,14.25,5.445,5,24,-45,2412,FTM_GREEN,1
158775784,0.5,14.062,6.825,6,24,-45,2412,FTM_GREEN,1
158776335,0.5,10.625,3.78,5,24,-36,2412,FTM_GREEN,1
158776884,0.5,12.562,3.975,6,24,-45,2412,FTM_GREEN,1
158777423,0.5,13.937,6.48,6,24,-44,2412,FTM_GREEN,1
158777974,0.5,15.437,6.24,6,24,-55,2412,FTM_GREEN,1
158778519,0.5,12.125,3.495,6,24,-45,2412,FTM_GREEN,1
158779061,0.5,13.5,5.355,6,24,-45,2412,FTM_GREEN,1
158779609,0.5,20.5,1.23,4,24,-45,2412,FTM_GREEN,1
158780141,0.5,14.687,5.82,7,24,-44,2412,FTM_GREEN,1
158780674,0.5,15.125,7.23,6,24,-54,2412,FTM_GREEN,1
158781221,0.5,9.125,1.59,7,24,-44,2412,FTM_GREEN,1
158781750,0.5,17.687,2.01,5,24,-46,2412,FTM_GREEN,1
158782283,0.5,15.125,5.205,6,24,-50,2412,FTM_GREEN,1
158782823,0.5,11.062,5.1,5,24,-46,2412,FTM_GREEN,1
158783355,0.5,14.25,7.26,6,24,-46,2412,FTM_GREEN,1
158783884,0.5,13.937,4.455,5,24,-46,2412,FTM_GREEN,1
158784426,0.5,9.0,0.945,4,24,-48,2412,FTM_GREEN,1
158784958,0.5,12.25,4.245,4,24,-46,2412,FTM_GREEN,1
158785492,0.5,12.875,2.505,4,24,-45,2412,FTM_GREEN,1
158786022,0.5,12.562,4.38,7,24,-45,2412,FTM_GREEN,1
158786553,0.5,11.687,4.74,5,24,-46,2412,FTM_GREEN,1
158787080,0.5,13.937,4.965,6,24,-45,2412,FTM_GREEN,1
158787627,0.5,13.625,3.435,5,24,-45,2412,FTM_GREEN,1
158788931,0.5,8.375,1.29,4,24,-46,2412,FTM_GREEN,1
158789459,0.5,15.75,5.685,7,24,-46,2412,FTM_GREEN,1
158790001,0.5,10.5,4.41,6,24,-46,2412,FTM_GREEN,1
158790535,0.5,11.062,5.145,6,24,-46,2412,FTM_GREEN,1
158791085,0.5,10.5,1.095,3,24,-46,2412,FTM_GREEN,1
158791633,0.5,12.125,5.13,5,24,-37,2412,FTM_GREEN,1
158792168,0.5,13.625,6.015,6,24,-46,2412,FTM_GREEN,1
158792712,0.5,8.5,0.495,4,24,-45,2412,FTM_GREEN,1
158793249,0.5,12.562,4.62,6,24,-46,2412,FTM_GREEN,1
158793787,0.5,11.25,4.575,6,24,-46,2412,FTM_GREEN,1
158794318,0.5,16.312,5.265,6,24,-56,2412,FTM_GREEN,1
158794876,0.5,13.625,4.62,4,24,-46,2412,FTM_GREEN,1
158795418,0.5,7.625,0.75,4,24,-54,2412,FTM_GREEN,1
158795944,0.5,12.75,6.015,6,24,-46,2412,FTM_GREEN,1
158796474,0.5,14.375,5.445,5,24,-46,2412,FTM_GREEN,1
158797026,0.5,7.75,0.3,3,24,-47,2412,FTM_GREEN,1
158797571,0.5,12.562,5.94,6,24,-54,2412,FTM_GREEN,1
158798114,0.5,7.75,1.23,4,24,-46,2412,FTM_GREEN,1
