#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
186420,0.5,16.312,4.725,5,24,-75,2412,FTM_ORANGE,1
187480,0.5,19.5,5.52,4,24,-74,2412,FTM_ORANGE,1
189541,0.5,19.187,6.945,4,24,-75,2412,FTM_ORANGE,1
190629,0.5,15.875,4.32,6,24,-75,2412,FTM_ORANGE,1
191200,0.5,21.75,5.55,5,24,-77,2412,FTM_ORANGE,1
192268,0.5,18.437,0.0,1,24,-85,2412,FTM_ORANGE,1
192833,0.5,16.937,4.2,4,24,-80,2412,FTM_ORANGE,1
193915,0.5,22.5,6.045,4,24,-81,2412,FTM_ORANGE,1
194488,0.5,17.25,4.86,4,24,-83,2412,FTM_ORANGE,1
195080,0.5,17.5,5.505,7,24,-82,2412,FTM_ORANGE,1
195653,0.5,18.437,5.64,6,24,-81,2412,FTM_ORANGE,1
196265,0.5,23.062,0.075,3,24,-81,2412,FTM_ORANGE,1
196833,0.5,10.0,0.375,2,24,-80,2412,FTM_ORANGE,1
197423,0.5,14.25,2.535,4,24,-80,2412,FTM_ORANGE,1
199013,0.5,14.812,3.15,3,24,-81,2412,FTM_ORANGE,1
199578,0.5,11.375,2.235,8,24,-81,2412,FTM_ORANGE,1
200155,0.5,11.812,2.805,4,24,-82,2412,FTM_ORANGE,1
200743,0.5,16.187,6.255,7,24,-81,2412,FTM_ORANGE,1
201343,0.5,11.25,4.485,5,24,-80,2412,FTM_ORANGE,1
201906,0.5,17.5,5.22,5,24,-80,2412,FTM_ORANGE,1
202484,0.5,16.187,5.475,6,24,-80,2412,FTM_ORANGE,1
203074,0.5,19.937,5.445,4,24,-80,2412,FTM_ORANGE,1
204160,0.5,22.625,3.96,4,24,-81,2412,FTM_ORANGE,1
205793,0.5,19.0,3.48,5,24,-81,2412,FTM_ORANGE,1
206367,0.5,17.5,5.07,7,24,-77,2412,FTM_ORANGE,1
206968,0.5,28.625,0.0,1,24,-84,2412,FTM_ORANGE,1
208045,0.5,21.125,6.825,5,24,-83,2412,FTM_ORANGE,1
208635,0.5,15.562,4.38,6,24,-81,2412,FTM_ORANGE,1
209686,0.5,18.437,7.605,4,24,-83,2412,FTM_ORANGE,1
211349,0.5,24.25,4.56,4,24,-81,2412,FTM_ORANGE,1
211929,0.5,19.625,5.37,3,24,-82,2412,FTM_ORANGE,1
212520,0.5,23.5,6.045,3,24,-81,2412,FTM_ORANGE,1
213856,0.5,19.75,5.22,9,24,-81,2412,FTM_ORANGE,1
215039,0.5,16.187,6.285,7,24,-80,2412,FTM_ORANGE,1
215623,0.5,18.875,3.96,5,24,-81,2412,FTM_ORANGE,1
