#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
15072218,0.5,29.812,4.905,8,24,-66,2412,FTM_BLUE,1
15072734,0.5,31.187,4.365,8,24,-67,2412,FTM_BLUE,1
15073283,0.5,29.5,5.97,8,24,-67,2412,FTM_BLUE,1
15073820,0.5,27.875,6.12,7,24,-70,2412,FTM_BLUE,1
15074345,0.5,22.5,1.77,6,24,-70,2412,FTM_BLUE,1
15074866,0.5,25.5,5.955,9,24,-69,2412,FTM_BLUE,1
15075388,0.5,22.937,2.04,5,24,-69,2412,FTM_BLUE,1
15075900,0.5,33.0,6.93,6,24,-67,2412,FTM_BLUE,1
15076412,0.5,31.75,6.255,6,24,-68,2412,FTM_BLUE,1
15076934,0.5,35.687,1.035,4,24,-69,2412,FTM_BLUE,1
15077903,0.5,25.75,2.55,6,24,-69,2412,FTM_BLUE,1
15081971,0.5,31.187,5.34,7,24,-70,2412,FTM_BLUE,1
15082491,0.5,32.687,4.665,8,24,-69,2412,FTM_BLUE,1
15082995,0.5,31.5,4.65,8,24,-72,2412,FTM_BLUE,1
15083968,0.5,28.75,6.855,9,24,-69,2412,FTM_BLUE,1
15084939,0.5,35.062,5.955,7,24,-66,2412,FTM_BLUE,1
15085449,0.5,38.375,0.0,1,24,-66,2412,FTM_BLUE,1
15085964,0.5,42.25,5.1,7,24,-67,2412,FTM_BLUE,1
15086486,0.5,33.125,3.045,8,24,-59,2412,FTM_BLUE,1
15086989,0.5,28.937,4.395,6,24,-68,2412,FTM_BLUE,1
15087498,0.5,29.687,9.405,6,24,-67,2412,FTM_BLUE,1
15088077,0.5,33.437,0.0,1,24,0,2412,FTM_BLUE,1
15088626,0.5,31.5,7.005,7,24,-69,2412,FTM_BLUE,1
15089137,0.5,38.375,5.4,8,24,-68,2412,FTM_BLUE,1
15089653,0.5,30.875,5.97,6,24,-67,2412,FTM_BLUE,1
15090166,0.5,37.937,8.4,6,24,-67,2412,FTM_BLUE,1
15090676,0.5,24.875,3.915,5,24,-68,2412,FTM_BLUE,1
15091192,0.5,31.312,5.685,7,24,-67,2412,FTM_BLUE,1
15091720,0.5,33.125,6.54,8,24,-67,2412,FTM_BLUE,1
15092247,0.5,28.0,4.215,6,24,-67,2412,FTM_BLUE,1
15092768,0.5,27.562,3.78,8,24,-67,2412,FTM_BLUE,1
15093288,0.5,29.062,4.26,6,24,-68,2412,FTM_BLUE,1
15094359,0.5,27.125,2.805,4,24,-68,2412,FTM_BLUE,1
15094882,0.5,32.687,4.8,7,24,-68,2412,FTM_BLUE,1
15095405,0.5,26.375,4.665,6,24,-67,2412,FTM_BLUE,1
15095921,0.5,38.062,5.73,6,24,-68,2412,FTM_BLUE,1
15096466,0.5,36.562,3.93,7,24,-69,2412,FTM_BLUE,1
15096984,0.5,28.5,6.285,6,24,-69,2412,FTM_BLUE,1
15097532,0.5,25.937,5.745,8,24,-67,2412,FTM_BLUE,1
15098071,0.5,27.75,3.525,7,24,-68,2412,FTM_BLUE,1
15098590,0.5,29.812,5.49,7,24,-67,2412,FTM_BLUE,1
15099102,0.5,38.5,5.28,8,24,-67,2412,FTM_BLUE,1
15099618,0.5,33.125,5.46,7,24,-69,2412,FTM_BLUE,1
15100136,0.5,26.5,4.86,9,24,-67,2412,FTM_BLUE,1
15100659,0.5,19.5,1.575,6,24,-70,2412,FTM_BLUE,1
