#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
16427402,0.5,24.125,0.78,3,24,-70,2412,FTM_BLUE,1
16427911,0.5,32.062,6.45,6,24,-71,2412,FTM_BLUE,1
16428424,0.5,33.562,7.11,8,24,-71,2412,FTM_BLUE,1
16428947,0.5,32.062,4.965,8,24,-71,2412,FTM_BLUE,1
16429496,0.5,31.937,5.04,4,24,-70,2412,FTM_BLUE,1
16430012,0.5,28.5,4.83,7,24,-67,2412,FTM_BLUE,1
16430573,0.5,30.25,7.035,6,24,-69,2412,FTM_BLUE,1
16431092,0.5,34.0,5.34,6,24,-71,2412,FTM_BLUE,1
16431659,0.5,27.437,1.035,6,24,-73,2412,FTM_BLUE,1
16432169,0.5,29.25,5.13,6,24,-72,2412,FTM_BLUE,1
16433131,0.5,28.937,3.915,6,24,-70,2412,FTM_BLUE,1
16433647,0.5,33.437,7.32,4,24,-70,2412,FTM_BLUE,1
16434167,0.5,33.125,5.385,6,24,-70,2412,FTM_BLUE,1
16434678,0.5,34.187,6.165,6,24,-72,2412,FTM_BLUE,1
16435199,0.5,31.312,4.77,8,24,-71,2412,FTM_BLUE,1
16435719,0.5,33.562,4.185,6,24,-71,2412,FTM_BLUE,1
16436816,0.5,32.062,6.225,4,24,-72,2412,FTM_BLUE,1
16437329,0.5,33.75,5.16,6,24,-72,2412,FTM_BLUE,1
16437840,0.5,29.25,2.685,7,24,-73,2412,FTM_BLUE,1
16438353,0.5,29.812,4.365,3,24,-71,2412,FTM_BLUE,1
16438864,0.5,34.5,5.535,4,24,-71,2412,FTM_BLUE,1
16439376,0.5,37.937,3.135,5,24,-72,2412,FTM_BLUE,1
16439896,0.5,31.312,3.0,3,24,-73,2412,FTM_BLUE,1
16442722,0.5,26.375,0.9,5,24,-69,2412,FTM_BLUE,1
16443251,0.5,33.125,5.115,5,24,-70,2412,FTM_BLUE,1
16444172,0.5,30.25,6.12,5,24,-71,2412,FTM_BLUE,1
16444699,0.5,35.25,3.225,5,24,-73,2412,FTM_BLUE,1
16445211,0.5,30.0,3.57,7,24,-71,2412,FTM_BLUE,1
16445719,0.5,27.437,1.2,7,24,-69,2412,FTM_BLUE,1
16446229,0.5,30.125,4.755,8,24,-69,2412,FTM_BLUE,1
16447263,0.5,30.437,4.515,6,24,-70,2412,FTM_BLUE,1
16448737,0.5,28.75,5.295,9,24,-70,2412,FTM_BLUE,1
16449258,0.5,27.0,1.755,5,24,-70,2412,FTM_BLUE,1
16449775,0.5,31.187,5.76,9,24,-69,2412,FTM_BLUE,1
16450293,0.5,33.875,2.91,4,24,-71,2412,FTM_BLUE,1
16450806,0.5,29.062,3.675,8,24,-69,2412,FTM_BLUE,1
16451317,0.5,26.25,4.11,7,24,-75,2412,FTM_BLUE,1
16451830,0.5,32.812,6.54,6,24,-71,2412,FTM_BLUE,1
16452376,0.5,27.437,2.415,6,24,-71,2412,FTM_BLUE,1
16452899,0.5,40.75,1.065,4,24,-72,2412,FTM_BLUE,1
16453408,0.5,32.812,5.025,4,24,-73,2412,FTM_BLUE,1
16453932,0.5,31.75,4.11,7,24,-72,2412,FTM_BLUE,1
16454445,0.5,35.375,6.54,7,24,-74,2412,FTM_BLUE,1
16454956,0.5,31.625,4.86,10,24,-74,2412,FTM_BLUE,1
16455878,0.5,34.312,5.625,8,24,-73,2412,FTM_BLUE,1
16456902,0.5,33.875,4.92,8,24,-73,2412,FTM_BLUE,1
