#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
217723026,0.5,8.25,0.0,1,24,-41,2412,FTM_GREEN,1
217723555,0.5,4.312,3.15,2,24,-39,2412,FTM_GREEN,1
217724193,0.5,3.562,1.89,3,24,-22,2412,FTM_GREEN,1
217724703,0.5,2.687,3.0,2,24,-41,2412,FTM_GREEN,1
217725208,0.5,6.875,2.745,3,24,-38,2412,FTM_GREEN,1
217725730,0.5,5.812,0.375,2,24,-43,2412,FTM_GREEN,1
217726239,0.5,6.875,1.665,3,24,-37,2412,FTM_GREEN,1
217726746,0.5,7.937,2.79,4,24,-42,2412,FTM_GREEN,1
217727692,0.5,10.937,0.0,1,24,-42,2412,FTM_GREEN,1
217728205,0.5,4.0,3.96,5,24,-45,2412,FTM_GREEN,1
217728728,0.5,4.625,0.45,2,24,-38,2412,FTM_GREEN,1
217729236,0.5,7.187,2.775,2,24,-39,2412,FTM_GREEN,1
217729741,0.5,4.937,3.0,2,24,-29,2412,FTM_GREEN,1
217730251,0.5,4.625,4.905,4,24,-42,2412,FTM_GREEN,1
217730772,0.5,7.625,5.1,2,24,-39,2412,FTM_GREEN,1
217731288,0.5,8.375,0.0,1,24,-26,2412,FTM_GREEN,1
217731808,0.5,5.375,3.48,4,24,-51,2412,FTM_GREEN,1
217732327,0.5,6.437,2.955,5,24,-39,2412,FTM_GREEN,1
217732848,0.5,8.687,0.15,2,24,-27,2412,FTM_GREEN,1
217733366,0.5,4.937,0.0,1,24,-40,2412,FTM_GREEN,1
217733878,0.5,4.75,4.38,3,24,-54,2412,FTM_GREEN,1
217734390,0.5,6.75,2.07,3,24,-40,2412,FTM_GREEN,1
217735344,0.5,4.5,0.0,1,24,-48,2412,FTM_GREEN,1
217735866,0.5,0.0,0.0,2,24,-15,2412,FTM_GREEN,1
217737221,0.5,4.937,4.2,3,24,-39,2412,FTM_GREEN,1
217737741,0.5,4.75,4.23,3,24,-41,2412,FTM_GREEN,1
217738691,0.5,2.062,0.0,1,24,-38,2412,FTM_GREEN,1
217739216,0.5,8.5,0.0,1,24,-39,2412,FTM_GREEN,1
217739725,0.5,7.312,0.105,2,24,-39,2412,FTM_GREEN,1
217740253,0.5,0.0,0.0,1,24,-38,2412,FTM_GREEN,1
217740774,0.5,5.687,5.31,4,24,-46,2412,FTM_GREEN,1
217741300,0.5,6.875,3.69,5,24,-38,2412,FTM_GREEN,1
217741809,0.5,5.687,4.05,2,24,-38,2412,FTM_GREEN,1
217742326,0.5,3.25,2.475,3,24,-38,2412,FTM_GREEN,1
217742838,0.5,5.062,0.0,1,24,-38,2412,FTM_GREEN,1
217743353,0.5,5.375,1.125,2,24,-40,2412,FTM_GREEN,1
217744326,0.5,8.375,3.24,3,24,-30,2412,FTM_GREEN,1
217744843,0.5,2.687,3.375,2,24,-38,2412,FTM_GREEN,1
217745355,0.5,7.5,0.0,1,24,-38,2412,FTM_GREEN,1
217745880,0.5,6.125,4.305,4,24,-38,2412,FTM_GREEN,1
217746389,0.5,9.437,1.965,8,24,-58,2412,FTM_GREEN,1
217746910,0.5,8.812,2.1,2,24,-55,2412,FTM_GREEN,1
217747430,0.5,4.187,3.015,3,24,-38,2412,FTM_GREEN,1
217747945,0.5,4.625,4.11,3,24,-25,2412,FTM_GREEN,1
217748464,0.5,4.187,4.62,4,24,-40,2412,FTM_GREEN,1
217748982,0.5,4.75,3.45,2,24,-39,2412,FTM_GREEN,1
217749494,0.5,9.125,3.525,2,24,-38,2412,FTM_GREEN,1
217750017,0.5,7.625,1.23,4,24,-39,2412,FTM_GREEN,1
217750535,0.5,8.062,0.0,1,24,-39,2412,FTM_GREEN,1
217751048,0.5,9.125,2.1,3,24,-41,2412,FTM_GREEN,1
217751562,0.5,5.375,0.0,1,24,-39,2412,FTM_GREEN,1
217752074,0.5,2.375,1.725,3,24,-34,2412,FTM_GREEN,1
217752627,0.5,2.5,1.65,2,24,-43,2412,FTM_GREEN,1
