#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
157576073,0.5,27.0,5.505,6,24,-62,2412,FTM_BLUE,1
157576596,0.5,25.625,3.84,6,24,-54,2412,FTM_BLUE,1
157577146,0.5,33.75,0.78,5,24,-69,2412,FTM_BLUE,1
157577698,0.5,22.75,4.02,5,24,-55,2412,FTM_BLUE,1
157578237,0.5,33.0,1.305,5,24,-55,2412,FTM_BLUE,1
157578794,0.5,24.437,5.505,5,24,-64,2412,FTM_BLUE,1
157579335,0.5,20.5,0.42,4,24,-55,2412,FTM_BLUE,1
157579877,0.5,27.437,4.275,5,24,-55,2412,FTM_BLUE,1
157580430,0.5,33.25,0.675,4,24,-56,2412,FTM_BLUE,1
157580969,0.5,28.937,4.515,4,24,-67,2412,FTM_BLUE,1
157581976,0.5,24.25,6.075,6,24,-55,2412,FTM_BLUE,1
157582513,0.5,22.0,5.1,6,24,-71,2412,FTM_BLUE,1
157583050,0.5,24.25,6.21,5,24,-54,2412,FTM_BLUE,1
157583606,0.5,26.812,5.73,6,24,-62,2412,FTM_BLUE,1
157584144,0.5,26.375,5.61,7,24,-60,2412,FTM_BLUE,1
157584682,0.5,23.812,6.885,6,24,-55,2412,FTM_BLUE,1
157585240,0.5,25.187,5.07,6,24,-61,2412,FTM_BLUE,1
157585788,0.5,24.437,4.335,4,24,-54,2412,FTM_BLUE,1
157586315,0.5,19.625,0.075,4,24,-55,2412,FTM_BLUE,1
157586869,0.5,23.375,4.095,7,24,-54,2412,FTM_BLUE,1
157587414,0.5,27.75,6.765,6,24,-61,2412,FTM_BLUE,1
157587940,0.5,26.687,4.485,4,24,-54,2412,FTM_BLUE,1
157588474,0.5,22.937,4.74,6,24,-53,2412,FTM_BLUE,1
157589025,0.5,23.687,4.485,5,24,-54,2412,FTM_BLUE,1
157589573,0.5,23.062,4.17,8,24,-56,2412,FTM_BLUE,1
157590568,0.5,26.687,5.46,6,24,-48,2412,FTM_BLUE,1
157591120,0.5,29.812,4.185,6,24,-57,2412,FTM_BLUE,1
157591659,0.5,26.25,5.025,7,24,-57,2412,FTM_BLUE,1
157592210,0.5,26.375,3.24,6,24,-57,2412,FTM_BLUE,1
157592762,0.5,25.75,4.23,5,24,-65,2412,FTM_BLUE,1
157593307,0.5,25.0,4.725,5,24,-56,2412,FTM_BLUE,1
157593860,0.5,27.562,4.725,6,24,-57,2412,FTM_BLUE,1
157594401,0.5,26.375,5.085,6,24,-56,2412,FTM_BLUE,1
157594960,0.5,25.0,6.3,7,24,-60,2412,FTM_BLUE,1
157595511,0.5,26.062,5.985,6,24,-58,2412,FTM_BLUE,1
157596052,0.5,26.5,5.145,5,24,-57,2412,FTM_BLUE,1
157596613,0.5,24.875,0.18,3,24,-58,2412,FTM_BLUE,1
157597567,0.5,28.0,4.695,4,24,-58,2412,FTM_BLUE,1
157598104,0.5,28.625,5.685,7,24,-57,2412,FTM_BLUE,1
157598664,0.5,27.437,5.52,6,24,-77,2412,FTM_BLUE,1
157599208,0.5,27.562,5.565,6,24,-65,2412,FTM_BLUE,1
157599739,0.5,23.812,1.455,6,24,-58,2412,FTM_BLUE,1
157600289,0.5,30.875,5.355,6,24,-64,2412,FTM_BLUE,1
157600833,0.5,24.437,3.03,5,24,-58,2412,FTM_BLUE,1
157601384,0.5,29.687,0.855,3,24,-56,2412,FTM_BLUE,1
157602333,0.5,23.375,4.245,7,24,-56,2412,FTM_BLUE,1
157602893,0.5,29.812,4.5,6,24,-56,2412,FTM_BLUE,1
157603427,0.5,27.875,6.39,7,24,-66,2412,FTM_BLUE,1
157603977,0.5,32.812,1.44,3,24,-57,2412,FTM_BLUE,1
157604536,0.5,29.25,5.295,4,24,-63,2412,FTM_BLUE,1
157605077,0.5,25.312,4.305,7,24,-57,2412,FTM_BLUE,1
157605627,0.5,25.187,4.275,6,24,-57,2412,FTM_BLUE,1
