#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
538567948,0.5,8.25,6.15,7,24,-58,2412,FTM_PINK,1
538568464,0.5,10.312,0.975,2,24,-26,2412,FTM_PINK,1
538568978,0.5,10.187,5.895,6,24,-51,2412,FTM_PINK,1
538569500,0.5,7.937,6.525,2,24,-52,2412,FTM_PINK,1
538570017,0.5,6.0,3.75,4,24,-51,2412,FTM_PINK,1
538570526,0.5,6.875,4.905,6,24,-51,2412,FTM_PINK,1
538571042,0.5,9.75,6.09,7,24,-51,2412,FTM_PINK,1
538571552,0.5,14.812,1.215,4,24,-55,2412,FTM_PINK,1
538572062,0.5,8.5,5.88,5,24,-49,2412,FTM_PINK,1
538572582,0.5,8.5,3.84,5,24,-40,2412,FTM_PINK,1
538573098,0.5,9.125,0.0,1,24,-50,2412,FTM_PINK,1
538573609,0.5,6.25,4.965,5,24,-60,2412,FTM_PINK,1
538574116,0.5,4.937,4.215,3,24,-35,2412,FTM_PINK,1
538574627,0.5,10.75,4.47,4,24,-52,2412,FTM_PINK,1
538575131,0.5,6.437,4.65,8,24,-55,2412,FTM_PINK,1
538575632,0.5,1.5,0.585,5,24,-52,2412,FTM_PINK,1
538576142,0.5,9.437,5.835,10,24,-50,2412,FTM_PINK,1
538576662,0.5,10.187,5.445,6,24,-60,2412,FTM_PINK,1
538577176,0.5,6.0,2.55,6,24,-53,2412,FTM_PINK,1
538577692,0.5,7.0,3.75,6,24,-53,2412,FTM_PINK,1
538578214,0.5,7.0,5.88,5,24,-51,2412,FTM_PINK,1
538578726,0.5,1.625,1.515,4,24,-51,2412,FTM_PINK,1
538579234,0.5,8.687,4.5,6,24,-51,2412,FTM_PINK,1
538579748,0.5,5.687,3.585,6,24,-49,2412,FTM_PINK,1
538580260,0.5,5.687,4.68,7,24,-61,2412,FTM_PINK,1
538580768,0.5,7.625,4.83,5,24,-52,2412,FTM_PINK,1
538581282,0.5,2.5,1.11,4,24,-52,2412,FTM_PINK,1
538581814,0.5,6.25,5.445,6,24,-53,2412,FTM_PINK,1
538582336,0.5,4.625,4.545,6,24,-51,2412,FTM_PINK,1
538583373,0.5,12.875,3.615,5,24,-60,2412,FTM_PINK,1
538583882,0.5,12.75,5.4,4,24,-50,2412,FTM_PINK,1
538584390,0.5,9.875,5.415,6,24,-50,2412,FTM_PINK,1
538584906,0.5,9.437,4.86,7,24,-65,2412,FTM_PINK,1
538585421,0.5,6.437,4.995,7,24,-51,2412,FTM_PINK,1
538586451,0.5,8.687,5.01,5,24,-51,2412,FTM_PINK,1
538586964,0.5,7.937,5.505,8,24,-51,2412,FTM_PINK,1
538587474,0.5,13.312,2.76,5,24,-50,2412,FTM_PINK,1
538587994,0.5,5.25,3.51,6,24,-49,2412,FTM_PINK,1
538588504,0.5,6.875,5.28,7,24,-50,2412,FTM_PINK,1
538589016,0.5,9.0,7.29,6,24,-56,2412,FTM_PINK,1
538590055,0.5,14.5,4.665,5,24,-50,2412,FTM_PINK,1
538590566,0.5,5.25,4.545,6,24,-51,2412,FTM_PINK,1
538591083,0.5,9.75,5.64,4,24,-51,2412,FTM_PINK,1
538591600,0.5,5.687,5.01,7,24,-51,2412,FTM_PINK,1
538592122,0.5,7.937,5.805,6,24,-51,2412,FTM_PINK,1
538593485,0.5,6.562,4.59,6,24,-52,2412,FTM_PINK,1
538593986,0.5,10.937,6.225,7,24,-57,2412,FTM_PINK,1
538594495,0.5,16.0,1.2,2,24,-51,2412,FTM_PINK,1
538595004,0.5,9.125,5.385,4,24,-39,2412,FTM_PINK,1
538595509,0.5,10.187,7.575,6,24,-57,2412,FTM_PINK,1
538596025,0.5,6.875,4.56,8,24,-51,2412,FTM_PINK,1
538596548,0.5,8.812,3.09,4,24,-51,2412,FTM_PINK,1
538597053,0.5,2.812,0.6,3,24,-41,2412,FTM_PINK,1
