#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
538645370,0.5,16.312,0.45,2,24,-48,2412,FTM_GREEN,1
538646395,0.5,15.562,3.855,5,24,-75,2412,FTM_GREEN,1
538646904,0.5,17.25,0.225,2,24,-72,2412,FTM_GREEN,1
538647422,0.5,11.5,4.68,6,24,-71,2412,FTM_GREEN,1
538647941,0.5,11.375,4.08,5,24,-70,2412,FTM_GREEN,1
538648461,0.5,12.875,3.42,3,24,-72,2412,FTM_GREEN,1
538648975,0.5,10.75,5.385,5,24,-74,2412,FTM_GREEN,1
538649487,0.5,15.875,4.17,7,24,-78,2412,FTM_GREEN,1
538649987,0.5,22.0,6.255,11,24,-80,2412,FTM_GREEN,1
538650505,0.5,17.812,5.325,8,24,-76,2412,FTM_GREEN,1
538651020,0.5,16.312,6.15,5,24,-74,2412,FTM_GREEN,1
538651538,0.5,10.0,0.0,1,24,0,2412,FTM_GREEN,1
538652051,0.5,20.375,4.35,6,24,-65,2412,FTM_GREEN,1
538653006,0.5,18.562,4.725,6,24,-74,2412,FTM_GREEN,1
538653516,0.5,24.875,0.0,1,24,0,2412,FTM_GREEN,1
538655350,0.5,10.75,2.025,2,24,-40,2412,FTM_GREEN,1
538655873,0.5,13.187,2.925,5,24,-84,2412,FTM_GREEN,1
538656382,0.5,25.312,0.18,3,24,-81,2412,FTM_GREEN,1
538657864,0.5,16.312,6.045,4,24,-85,2412,FTM_GREEN,1
538658374,0.5,15.25,6.075,2,24,-76,2412,FTM_GREEN,1
538658910,0.5,16.5,6.105,6,24,-84,2412,FTM_GREEN,1
538659412,0.5,17.375,5.31,7,24,-80,2412,FTM_GREEN,1
538659930,0.5,16.625,5.655,4,24,-83,2412,FTM_GREEN,1
538660441,0.5,11.062,3.87,7,24,-73,2412,FTM_GREEN,1
538661886,0.5,16.5,5.535,6,24,-80,2412,FTM_GREEN,1
538662395,0.5,16.0,4.485,6,24,-77,2412,FTM_GREEN,1
538662903,0.5,14.5,5.325,6,24,-74,2412,FTM_GREEN,1
538663846,0.5,13.312,5.415,5,24,-58,2412,FTM_GREEN,1
538664357,0.5,12.562,4.35,6,24,-74,2412,FTM_GREEN,1
538664878,0.5,12.75,3.465,5,24,-73,2412,FTM_GREEN,1
538665407,0.5,11.375,2.52,6,24,-74,2412,FTM_GREEN,1
538665919,0.5,14.062,5.1,4,24,-54,2412,FTM_GREEN,1
538666437,0.5,11.375,3.675,6,24,-62,2412,FTM_GREEN,1
538666957,0.5,15.75,6.675,2,24,-38,2412,FTM_GREEN,1
538667486,0.5,20.375,0.105,2,24,-78,2412,FTM_GREEN,1
538668002,0.5,13.312,2.97,4,24,-76,2412,FTM_GREEN,1
538668934,0.5,16.5,5.88,6,24,-78,2412,FTM_GREEN,1
538669450,0.5,16.0,4.965,6,24,-79,2412,FTM_GREEN,1
538669966,0.5,16.75,2.745,4,24,-79,2412,FTM_GREEN,1
538670482,0.5,16.75,3.69,6,24,-78,2412,FTM_GREEN,1
538670996,0.5,14.25,5.19,4,24,-78,2412,FTM_GREEN,1
538671528,0.5,14.062,2.115,4,24,-79,2412,FTM_GREEN,1
538672036,0.5,14.5,4.95,7,24,-78,2412,FTM_GREEN,1
538672557,0.5,16.312,1.905,3,24,-79,2412,FTM_GREEN,1
538673065,0.5,17.812,3.54,7,24,-78,2412,FTM_GREEN,1
538673583,0.5,19.0,4.83,4,24,-77,2412,FTM_GREEN,1
538674102,0.5,16.937,6.165,6,24,-77,2412,FTM_GREEN,1
538674621,0.5,10.0,0.0,1,24,-78,2412,FTM_GREEN,1
538675140,0.5,16.187,5.43,6,24,-77,2412,FTM_GREEN,1
