#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
16076947,0.5,12.0,2.265,8,24,-55,2412,FTM_ORANGE,1
16077456,0.5,10.5,0.9,6,24,-57,2412,FTM_ORANGE,1
16077999,0.5,15.25,5.715,6,24,-57,2412,FTM_ORANGE,1
16078517,0.5,12.875,2.13,8,24,-55,2412,FTM_ORANGE,1
16079059,0.5,15.125,4.95,8,24,-55,2412,FTM_ORANGE,1
16079573,0.5,14.375,5.775,8,24,-57,2412,FTM_ORANGE,1
16080102,0.5,10.937,2.025,7,24,-54,2412,FTM_ORANGE,1
16080613,0.5,16.187,5.925,6,24,-53,2412,FTM_ORANGE,1
16083465,0.5,18.562,5.46,6,24,-61,2412,FTM_ORANGE,1
16083985,0.5,15.75,4.77,7,24,-46,2412,FTM_ORANGE,1
16084502,0.5,13.0,2.67,8,24,-46,2412,FTM_ORANGE,1
16085579,0.5,13.0,3.105,5,24,-47,2412,FTM_ORANGE,1
16086678,0.5,10.937,1.89,8,24,-46,2412,FTM_ORANGE,1
16087222,0.5,10.625,0.99,5,24,-47,2412,FTM_ORANGE,1
16087739,0.5,16.187,6.36,8,24,-47,2412,FTM_ORANGE,1
16088290,0.5,12.125,4.56,4,24,-46,2412,FTM_ORANGE,1
16089247,0.5,11.25,2.04,5,24,-46,2412,FTM_ORANGE,1
16089766,0.5,16.0,5.025,7,24,-59,2412,FTM_ORANGE,1
16090287,0.5,13.5,4.47,5,24,-46,2412,FTM_ORANGE,1
16090806,0.5,13.312,1.8,7,24,-46,2412,FTM_ORANGE,1
16092508,0.5,15.0,5.49,6,24,-48,2412,FTM_ORANGE,1
16093907,0.5,15.0,6.66,8,24,-48,2412,FTM_ORANGE,1
16094419,0.5,10.187,0.855,4,24,-47,2412,FTM_ORANGE,1
16094933,0.5,18.25,5.7,8,24,-47,2412,FTM_ORANGE,1
16095450,0.5,13.312,4.38,5,24,-47,2412,FTM_ORANGE,1
16095964,0.5,11.5,0.435,5,24,-47,2412,FTM_ORANGE,1
16096486,0.5,16.187,6.225,6,24,-48,2412,FTM_ORANGE,1
16097011,0.5,18.562,5.895,6,24,-47,2412,FTM_ORANGE,1
16100194,0.5,20.375,3.87,6,24,-62,2412,FTM_ORANGE,1
16100719,0.5,11.687,3.6,6,24,-48,2412,FTM_ORANGE,1
16101233,0.5,10.5,2.235,6,24,-48,2412,FTM_ORANGE,1
16101764,0.5,10.5,1.785,6,24,-48,2412,FTM_ORANGE,1
16102820,0.5,11.812,3.27,7,24,-48,2412,FTM_ORANGE,1
16103361,0.5,14.375,4.035,7,24,-47,2412,FTM_ORANGE,1
16103877,0.5,11.375,1.47,6,24,-47,2412,FTM_ORANGE,1
16104391,0.5,10.625,1.11,5,24,-47,2412,FTM_ORANGE,1
16104907,0.5,15.25,4.965,6,24,-47,2412,FTM_ORANGE,1
16105424,0.5,13.5,5.55,10,24,-47,2412,FTM_ORANGE,1
