#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
152895686,0.5,12.875,5.64,5,24,-56,2412,FTM_BLUE,1
152896189,0.5,8.812,0.18,3,24,-56,2412,FTM_BLUE,1
152896698,0.5,13.75,5.13,6,24,-63,2412,FTM_BLUE,1
152897213,0.5,10.312,4.515,5,24,-58,2412,FTM_BLUE,1
152897774,0.5,14.812,3.06,4,24,-59,2412,FTM_BLUE,1
152898279,0.5,14.812,4.08,4,24,-60,2412,FTM_BLUE,1
152898849,0.5,15.75,2.685,5,24,-62,2412,FTM_BLUE,1
152899787,0.5,34.625,0.495,3,24,-67,2412,FTM_BLUE,1
152900297,0.5,27.875,4.155,6,24,-62,2412,FTM_BLUE,1
152900809,0.5,24.125,5.43,6,24,-68,2412,FTM_BLUE,1
152901326,0.5,30.562,4.785,6,24,-60,2412,FTM_BLUE,1
152901835,0.5,21.562,0.9,4,24,-61,2412,FTM_BLUE,1
152902350,0.5,26.687,5.235,4,24,-62,2412,FTM_BLUE,1
152902855,0.5,29.25,4.965,4,24,-71,2412,FTM_BLUE,1
152903368,0.5,12.125,2.625,4,24,-58,2412,FTM_BLUE,1
152903879,0.5,14.812,5.625,6,24,-60,2412,FTM_BLUE,1
152904392,0.5,8.687,4.44,5,24,-62,2412,FTM_BLUE,1
152904904,0.5,37.5,4.845,6,24,-60,2412,FTM_BLUE,1
152905463,0.5,15.875,4.98,7,24,-57,2412,FTM_BLUE,1
152905984,0.5,18.25,3.81,4,24,-57,2412,FTM_BLUE,1
152906498,0.5,17.375,4.965,6,24,-58,2412,FTM_BLUE,1
152907023,0.5,20.062,5.34,5,24,-67,2412,FTM_BLUE,1
152907541,0.5,29.375,3.96,6,24,-60,2412,FTM_BLUE,1
152908061,0.5,11.812,0.765,4,24,-57,2412,FTM_BLUE,1
152908568,0.5,16.312,6.135,6,24,-62,2412,FTM_BLUE,1
152909081,0.5,16.625,5.745,5,24,-55,2412,FTM_BLUE,1
152909597,0.5,12.875,3.795,6,24,-60,2412,FTM_BLUE,1
152910114,0.5,13.75,4.41,6,24,-55,2412,FTM_BLUE,1
152910630,0.5,13.937,3.375,4,24,-58,2412,FTM_BLUE,1
152911144,0.5,10.75,0.705,3,24,-58,2412,FTM_BLUE,1
152911693,0.5,14.687,4.11,5,24,-68,2412,FTM_BLUE,1
152912204,0.5,15.437,6.165,6,24,-58,2412,FTM_BLUE,1
152912715,0.5,16.187,5.415,6,24,-57,2412,FTM_BLUE,1
152913224,0.5,13.0,3.705,5,24,-57,2412,FTM_BLUE,1
152913739,0.5,12.75,6.27,6,24,-57,2412,FTM_BLUE,1
152914281,0.5,15.75,6.72,6,24,-62,2412,FTM_BLUE,1
152914795,0.5,12.125,3.195,6,24,-58,2412,FTM_BLUE,1
152915336,0.5,16.937,4.47,7,24,-55,2412,FTM_BLUE,1
152915848,0.5,15.437,4.095,6,24,-53,2412,FTM_BLUE,1
152916398,0.5,20.375,5.25,6,24,-52,2412,FTM_BLUE,1
152916916,0.5,25.187,1.035,3,24,-68,2412,FTM_BLUE,1
152917432,0.5,19.187,4.38,5,24,-55,2412,FTM_BLUE,1
152917943,0.5,20.812,4.92,4,24,-57,2412,FTM_BLUE,1
152918454,0.5,16.312,6.3,6,24,-54,2412,FTM_BLUE,1
152918983,0.5,15.437,4.845,6,24,-54,2412,FTM_BLUE,1
152919498,0.5,19.312,6.21,6,24,-53,2412,FTM_BLUE,1
152920038,0.5,17.25,5.595,6,24,-46,2412,FTM_BLUE,1
152920553,0.5,16.0,4.365,6,24,-57,2412,FTM_BLUE,1
152921108,0.5,21.0,5.415,7,24,-68,2412,FTM_BLUE,1
152921621,0.5,20.062,5.52,6,24,-63,2412,FTM_BLUE,1
152922162,0.5,17.375,4.68,6,24,-59,2412,FTM_BLUE,1
152922679,0.5,21.125,4.26,5,24,-59,2412,FTM_BLUE,1
152923223,0.5,20.687,4.32,5,24,-60,2412,FTM_BLUE,1
152923734,0.5,21.125,4.725,6,24,-65,2412,FTM_BLUE,1
152924287,0.5,17.25,3.375,5,24,-61,2412,FTM_BLUE,1
152924799,0.5,20.812,4.83,6,24,-61,2412,FTM_BLUE,1
152925341,0.5,26.687,1.17,4,24,-61,2412,FTM_BLUE,1
