#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
14647672,0.5,23.812,4.2,2,24,-51,2412,FTM_GREEN,1
14648183,0.5,18.437,5.265,6,24,-42,2412,FTM_GREEN,1
14648721,0.5,13.625,3.45,7,24,-51,2412,FTM_GREEN,1
14649237,0.5,10.0,1.83,5,24,-52,2412,FTM_GREEN,1
14649744,0.5,16.187,4.62,6,24,-51,2412,FTM_GREEN,1
14650258,0.5,13.625,5.1,6,24,-50,2412,FTM_GREEN,1
14650768,0.5,10.937,1.335,6,24,-51,2412,FTM_GREEN,1
14651716,0.5,11.375,1.59,6,24,-52,2412,FTM_GREEN,1
14652236,0.5,18.562,5.61,7,24,-51,2412,FTM_GREEN,1
14652749,0.5,12.437,4.26,6,24,-52,2412,FTM_GREEN,1
14653270,0.5,10.312,0.0,1,24,-52,2412,FTM_GREEN,1
14653785,0.5,10.5,1.815,6,24,-52,2412,FTM_GREEN,1
14654336,0.5,20.5,0.0,1,24,-52,2412,FTM_GREEN,1
14654851,0.5,15.0,6.0,7,24,-52,2412,FTM_GREEN,1
14655397,0.5,24.125,0.315,4,24,-52,2412,FTM_GREEN,1
14655913,0.5,17.687,5.925,6,24,-52,2412,FTM_GREEN,1
14657359,0.5,11.25,1.74,4,24,-52,2412,FTM_GREEN,1
14657868,0.5,14.062,6.51,7,24,-52,2412,FTM_GREEN,1
14658391,0.5,15.437,5.91,6,24,-53,2412,FTM_GREEN,1
14658905,0.5,15.437,5.085,7,24,-52,2412,FTM_GREEN,1
14659433,0.5,13.937,5.58,7,24,-52,2412,FTM_GREEN,1
14659952,0.5,12.875,4.785,8,24,-51,2412,FTM_GREEN,1
14660476,0.5,10.312,0.87,7,24,-52,2412,FTM_GREEN,1
14661048,0.5,17.5,6.795,6,24,-52,2412,FTM_GREEN,1
14661975,0.5,10.937,0.0,1,24,-51,2412,FTM_GREEN,1
14662499,0.5,12.875,4.125,10,24,-50,2412,FTM_GREEN,1
14663014,0.5,13.0,3.33,6,24,-51,2412,FTM_GREEN,1
14663532,0.5,15.0,5.28,6,24,-51,2412,FTM_GREEN,1
14664466,0.5,16.937,5.985,8,24,-51,2412,FTM_GREEN,1
14664977,0.5,14.812,6.06,12,24,-52,2412,FTM_GREEN,1
14665490,0.5,8.687,1.38,6,24,-52,2412,FTM_GREEN,1
14666008,0.5,13.312,3.675,10,24,-51,2412,FTM_GREEN,1
14666528,0.5,14.25,4.635,8,24,-51,2412,FTM_GREEN,1
14667042,0.5,15.0,2.91,6,24,-51,2412,FTM_GREEN,1
14667562,0.5,13.312,4.95,7,24,-51,2412,FTM_GREEN,1
14668078,0.5,15.125,5.91,7,24,-50,2412,FTM_GREEN,1
14668622,0.5,15.75,0.0,1,24,-51,2412,FTM_GREEN,1
14669131,0.5,11.062,1.02,4,24,-51,2412,FTM_GREEN,1
14669650,0.5,16.937,5.64,7,24,-51,2412,FTM_GREEN,1
14670163,0.5,12.25,1.215,5,24,-50,2412,FTM_GREEN,1
14670667,0.5,13.625,5.04,6,24,-50,2412,FTM_GREEN,1
14671179,0.5,16.625,5.535,7,24,-51,2412,FTM_GREEN,1
14671696,0.5,11.5,3.015,6,24,-51,2412,FTM_GREEN,1
14672203,0.5,17.062,6.9,6,24,-50,2412,FTM_GREEN,1
14672718,0.5,9.25,1.515,6,24,-52,2412,FTM_GREEN,1
14673231,0.5,10.937,0.75,4,24,-51,2412,FTM_GREEN,1
14673739,0.5,13.937,4.71,7,24,-51,2412,FTM_GREEN,1
14674262,0.5,13.312,6.36,7,24,-50,2412,FTM_GREEN,1
14674777,0.5,18.125,6.54,6,24,-51,2412,FTM_GREEN,1
14675306,0.5,22.5,0.0,1,24,-51,2412,FTM_GREEN,1
14675826,0.5,15.562,6.66,5,24,-51,2412,FTM_GREEN,1
14676337,0.5,11.5,1.695,5,24,-50,2412,FTM_GREEN,1
14676847,0.5,15.0,4.575,9,24,-51,2412,FTM_GREEN,1
