#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
16869427,0.5,16.625,4.155,6,24,-58,2412,FTM_BLUE,1
16869940,0.5,19.187,6.21,6,24,-63,2412,FTM_BLUE,1
16870461,0.5,17.687,4.455,6,24,-59,2412,FTM_BLUE,1
16870977,0.5,14.375,1.995,6,24,-62,2412,FTM_BLUE,1
16871528,0.5,21.25,5.28,10,24,-60,2412,FTM_BLUE,1
16872040,0.5,23.687,5.865,7,24,-61,2412,FTM_BLUE,1
16872578,0.5,17.812,5.37,7,24,-60,2412,FTM_BLUE,1
16873094,0.5,15.875,4.86,9,24,-62,2412,FTM_BLUE,1
16873609,0.5,11.375,1.08,6,24,-52,2412,FTM_BLUE,1
16877403,0.5,13.937,0.225,5,24,-60,2412,FTM_BLUE,1
16878330,0.5,18.437,4.65,6,24,-60,2412,FTM_BLUE,1
16878847,0.5,14.812,2.355,5,24,-61,2412,FTM_BLUE,1
16879884,0.5,17.812,0.75,5,24,-61,2412,FTM_BLUE,1
16880394,0.5,23.375,0.0,1,24,-60,2412,FTM_BLUE,1
16880912,0.5,21.25,6.375,6,24,-60,2412,FTM_BLUE,1
16882795,0.5,15.875,1.92,6,24,-59,2412,FTM_BLUE,1
16883319,0.5,15.562,6.75,7,24,-60,2412,FTM_BLUE,1
16883836,0.5,15.0,3.42,5,24,-67,2412,FTM_BLUE,1
16884348,0.5,14.062,3.24,6,24,-60,2412,FTM_BLUE,1
16884868,0.5,12.0,1.08,4,24,-60,2412,FTM_BLUE,1
16885378,0.5,12.125,1.68,7,24,-60,2412,FTM_BLUE,1
16885901,0.5,19.0,5.19,8,24,-58,2412,FTM_BLUE,1
16886462,0.5,15.437,4.845,7,24,-58,2412,FTM_BLUE,1
16886982,0.5,16.5,6.81,7,24,-57,2412,FTM_BLUE,1
16887507,0.5,10.937,1.38,5,24,-58,2412,FTM_BLUE,1
16889008,0.5,12.875,1.95,6,24,-58,2412,FTM_BLUE,1
16890249,0.5,20.687,6.615,6,24,-61,2412,FTM_BLUE,1
16890762,0.5,24.0,2.46,4,24,-62,2412,FTM_BLUE,1
16893600,0.5,19.625,6.96,5,24,-57,2412,FTM_BLUE,1
16894117,0.5,13.312,1.8,5,24,-55,2412,FTM_BLUE,1
16895147,0.5,18.875,2.76,5,24,-60,2412,FTM_BLUE,1
16896178,0.5,20.375,6.345,7,24,-63,2412,FTM_BLUE,1
16896690,0.5,15.25,3.255,6,24,-58,2412,FTM_BLUE,1
16897201,0.5,20.062,5.325,6,24,-58,2412,FTM_BLUE,1
16897716,0.5,20.5,4.53,7,24,-58,2412,FTM_BLUE,1
16898225,0.5,16.75,5.715,7,24,-64,2412,FTM_BLUE,1
16898739,0.5,21.25,4.89,6,24,-57,2412,FTM_BLUE,1
