#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
16944826,0.5,23.25,0.57,4,24,-60,2412,FTM_ORANGE,1
16946887,0.5,24.437,5.265,6,24,-60,2412,FTM_ORANGE,1
16947412,0.5,17.5,2.88,6,24,-59,2412,FTM_ORANGE,1
16947930,0.5,21.0,4.14,5,24,-60,2412,FTM_ORANGE,1
16948454,0.5,23.812,5.58,6,24,-59,2412,FTM_ORANGE,1
16948976,0.5,26.687,5.46,7,24,-58,2412,FTM_ORANGE,1
16949495,0.5,21.0,3.525,6,24,-60,2412,FTM_ORANGE,1
16950013,0.5,17.812,2.475,7,24,-59,2412,FTM_ORANGE,1
16950531,0.5,19.625,1.5,6,24,-61,2412,FTM_ORANGE,1
16951553,0.5,18.25,0.78,6,24,-66,2412,FTM_ORANGE,1
16952574,0.5,21.75,5.31,6,24,-59,2412,FTM_ORANGE,1
16953087,0.5,18.875,5.145,7,24,-58,2412,FTM_ORANGE,1
16953610,0.5,25.625,0.885,4,24,-66,2412,FTM_ORANGE,1
16954127,0.5,26.5,6.48,5,24,-64,2412,FTM_ORANGE,1
16954639,0.5,20.812,5.175,7,24,-57,2412,FTM_ORANGE,1
16955164,0.5,22.625,5.58,6,24,-59,2412,FTM_ORANGE,1
16955681,0.5,18.437,2.475,8,24,-59,2412,FTM_ORANGE,1
16956195,0.5,17.687,5.28,9,24,-58,2412,FTM_ORANGE,1
16956709,0.5,21.25,7.305,6,24,-59,2412,FTM_ORANGE,1
16957231,0.5,17.25,4.785,6,24,-58,2412,FTM_ORANGE,1
16957781,0.5,12.0,0.0,1,24,-56,2412,FTM_ORANGE,1
16958717,0.5,15.125,4.38,8,24,-56,2412,FTM_ORANGE,1
16959232,0.5,14.5,2.715,6,24,-58,2412,FTM_ORANGE,1
16959781,0.5,19.187,5.565,8,24,-57,2412,FTM_ORANGE,1
16960292,0.5,20.812,0.63,4,24,-60,2412,FTM_ORANGE,1
16960817,0.5,22.5,1.575,9,24,-60,2412,FTM_ORANGE,1
16961331,0.5,17.25,1.41,3,24,-57,2412,FTM_ORANGE,1
16962258,0.5,14.687,0.585,4,24,-61,2412,FTM_ORANGE,1
16962777,0.5,17.812,2.7,9,24,-63,2412,FTM_ORANGE,1
16963297,0.5,22.937,2.94,5,24,-67,2412,FTM_ORANGE,1
16964227,0.5,19.187,2.85,7,24,-61,2412,FTM_ORANGE,1
16964753,0.5,25.937,5.325,8,24,-63,2412,FTM_ORANGE,1
16965275,0.5,20.5,1.155,6,24,-60,2412,FTM_ORANGE,1
16965784,0.5,30.875,6.885,8,24,-60,2412,FTM_ORANGE,1
16966306,0.5,23.812,0.0,1,24,-58,2412,FTM_ORANGE,1
16967244,0.5,26.5,4.005,7,24,-60,2412,FTM_ORANGE,1
16968192,0.5,16.187,2.64,3,24,-60,2412,FTM_ORANGE,1
16968704,0.5,16.0,1.455,4,24,-61,2412,FTM_ORANGE,1
16969753,0.5,19.0,5.865,11,24,-61,2412,FTM_ORANGE,1
16970266,0.5,15.437,1.125,7,24,-59,2412,FTM_ORANGE,1
16970805,0.5,19.187,3.42,11,24,-61,2412,FTM_ORANGE,1
16971326,0.5,16.187,0.72,5,24,-60,2412,FTM_ORANGE,1
16971872,0.5,16.625,5.415,5,24,-58,2412,FTM_ORANGE,1
16972388,0.5,19.0,4.32,10,24,-58,2412,FTM_ORANGE,1
16972907,0.5,17.5,3.195,9,24,-56,2412,FTM_ORANGE,1
16973427,0.5,14.812,1.47,9,24,-56,2412,FTM_ORANGE,1
16973955,0.5,26.25,0.525,2,24,-57,2412,FTM_ORANGE,1
