#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
158192967,0.5,28.312,3.96,5,24,-60,2412,FTM_PINK,1
158193499,0.5,13.5,4.62,8,24,-56,2412,FTM_PINK,1
158194042,0.5,19.187,4.005,7,24,-58,2412,FTM_PINK,1
158194583,0.5,16.625,3.21,5,24,-55,2412,FTM_PINK,1
158195121,0.5,20.687,4.245,4,24,-56,2412,FTM_PINK,1
158195653,0.5,11.687,0.75,2,24,-57,2412,FTM_PINK,1
158196191,0.5,16.937,5.775,5,24,-64,2412,FTM_PINK,1
158196731,0.5,15.437,5.43,6,24,-56,2412,FTM_PINK,1
158197266,0.5,13.937,3.99,6,24,-56,2412,FTM_PINK,1
158198239,0.5,16.937,7.62,7,24,-55,2412,FTM_PINK,1
158198788,0.5,17.687,5.55,6,24,-55,2412,FTM_PINK,1
158199313,0.5,16.312,6.39,6,24,-58,2412,FTM_PINK,1
158199848,0.5,15.0,0.42,3,24,-55,2412,FTM_PINK,1
158200396,0.5,17.375,0.0,1,24,-56,2412,FTM_PINK,1
158200936,0.5,16.5,4.185,4,24,-58,2412,FTM_PINK,1
158201463,0.5,24.0,2.37,4,24,-56,2412,FTM_PINK,1
158202008,0.5,20.812,0.54,5,24,-54,2412,FTM_PINK,1
158202544,0.5,15.0,6.81,5,24,-54,2412,FTM_PINK,1
158203073,0.5,20.687,0.675,4,24,-55,2412,FTM_PINK,1
158203620,0.5,9.562,2.025,5,24,-55,2412,FTM_PINK,1
158204167,0.5,11.812,3.855,5,24,-54,2412,FTM_PINK,1
158204707,0.5,14.375,5.775,6,24,-62,2412,FTM_PINK,1
158205240,0.5,13.5,4.74,6,24,-64,2412,FTM_PINK,1
158205769,0.5,12.25,4.11,6,24,-61,2412,FTM_PINK,1
158206294,0.5,19.312,5.895,8,24,-55,2412,FTM_PINK,1
158206831,0.5,16.187,7.17,6,24,-55,2412,FTM_PINK,1
158207367,0.5,20.687,0.54,4,24,-63,2412,FTM_PINK,1
158207900,0.5,12.125,5.865,6,24,-54,2412,FTM_PINK,1
158208441,0.5,4.187,0.495,4,24,-55,2412,FTM_PINK,1
158209410,0.5,16.75,0.825,4,24,-61,2412,FTM_PINK,1
158209959,0.5,18.0,0.825,4,24,-55,2412,FTM_PINK,1
158210498,0.5,13.0,4.74,6,24,-56,2412,FTM_PINK,1
158211040,0.5,9.125,4.77,6,24,-61,2412,FTM_PINK,1
158211579,0.5,12.437,4.44,6,24,-54,2412,FTM_PINK,1
158212118,0.5,16.75,3.915,5,24,-63,2412,FTM_PINK,1
158212656,0.5,13.312,5.025,6,24,-56,2412,FTM_PINK,1
158213200,0.5,15.25,5.085,7,24,-61,2412,FTM_PINK,1
158214162,0.5,17.812,6.0,6,24,-59,2412,FTM_PINK,1
158214705,0.5,18.25,4.335,7,24,-56,2412,FTM_PINK,1
158215247,0.5,16.625,5.37,6,24,-56,2412,FTM_PINK,1
158215788,0.5,16.75,4.14,6,24,-56,2412,FTM_PINK,1
158216341,0.5,17.25,6.03,6,24,-56,2412,FTM_PINK,1
158216883,0.5,13.625,6.015,6,24,-55,2412,FTM_PINK,1
158217420,0.5,19.312,3.99,3,24,-56,2412,FTM_PINK,1
158217953,0.5,18.0,4.365,5,24,-56,2412,FTM_PINK,1
158218488,0.5,15.125,2.04,5,24,-58,2412,FTM_PINK,1
158219023,0.5,16.625,4.335,4,24,-58,2412,FTM_PINK,1
158219568,0.5,13.75,2.73,3,24,-58,2412,FTM_PINK,1
158220102,0.5,15.0,5.22,6,24,-68,2412,FTM_PINK,1
158220631,0.5,13.937,4.005,5,24,-60,2412,FTM_PINK,1
158221169,0.5,10.625,2.85,6,24,-58,2412,FTM_PINK,1
158221703,0.5,18.125,4.92,4,24,-57,2412,FTM_PINK,1
158222235,0.5,15.875,4.5,5,24,-58,2412,FTM_PINK,1
