#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
153549713,0.5,25.0,5.415,6,24,-58,2412,FTM_BLUE,1
153550248,0.5,26.5,5.76,4,24,-55,2412,FTM_BLUE,1
153550789,0.5,23.5,5.205,6,24,-60,2412,FTM_BLUE,1
153551338,0.5,21.25,3.33,6,24,-55,2412,FTM_BLUE,1
153552319,0.5,23.25,6.03,6,24,-54,2412,FTM_BLUE,1
153552853,0.5,24.75,6.465,6,24,-60,2412,FTM_BLUE,1
153554784,0.5,26.687,5.235,6,24,-54,2412,FTM_BLUE,1
153555323,0.5,27.0,6.84,5,24,-53,2412,FTM_BLUE,1
153556320,0.5,23.687,5.49,6,24,-63,2412,FTM_BLUE,1
153556854,0.5,24.0,6.45,6,24,-53,2412,FTM_BLUE,1
153557397,0.5,24.437,6.465,6,24,-52,2412,FTM_BLUE,1
153557938,0.5,24.0,5.475,6,24,-68,2412,FTM_BLUE,1
153558475,0.5,28.187,0.36,3,24,-64,2412,FTM_BLUE,1
153559010,0.5,30.25,0.825,4,24,-54,2412,FTM_BLUE,1
153559544,0.5,26.25,7.455,7,24,-65,2412,FTM_BLUE,1
153560085,0.5,19.625,1.275,3,24,-54,2412,FTM_BLUE,1
153560623,0.5,25.0,5.475,7,24,-54,2412,FTM_BLUE,1
153561160,0.5,24.25,5.43,6,24,-53,2412,FTM_BLUE,1
153561692,0.5,23.687,4.2,6,24,-53,2412,FTM_BLUE,1
153562232,0.5,22.625,4.785,7,24,-53,2412,FTM_BLUE,1
153562775,0.5,25.5,6.165,6,24,-61,2412,FTM_BLUE,1
153563302,0.5,27.75,5.34,4,24,-53,2412,FTM_BLUE,1
153563835,0.5,27.562,5.715,6,24,-59,2412,FTM_BLUE,1
153564377,0.5,26.687,3.495,3,24,-68,2412,FTM_BLUE,1
153564915,0.5,27.875,4.86,6,24,-62,2412,FTM_BLUE,1
153565450,0.5,23.062,4.935,4,24,-53,2412,FTM_BLUE,1
153566422,0.5,25.937,6.675,5,24,-54,2412,FTM_BLUE,1
153566947,0.5,27.75,5.145,5,24,-55,2412,FTM_BLUE,1
153568295,0.5,23.5,5.955,6,24,-54,2412,FTM_BLUE,1
153568830,0.5,23.812,4.815,7,24,-54,2412,FTM_BLUE,1
153569374,0.5,22.312,5.025,6,24,-53,2412,FTM_BLUE,1
153569913,0.5,24.437,7.935,6,24,-61,2412,FTM_BLUE,1
153570442,0.5,24.0,5.775,6,24,-60,2412,FTM_BLUE,1
153570973,0.5,24.875,4.725,6,24,-54,2412,FTM_BLUE,1
153571518,0.5,22.187,3.9,6,24,-64,2412,FTM_BLUE,1
153572055,0.5,24.25,4.905,6,24,-48,2412,FTM_BLUE,1
153572983,0.5,26.375,5.7,8,24,-63,2412,FTM_BLUE,1
153573514,0.5,25.937,5.055,4,24,-57,2412,FTM_BLUE,1
153574056,0.5,29.25,0.0,1,24,-56,2412,FTM_BLUE,1
153574587,0.5,25.0,5.355,6,24,-57,2412,FTM_BLUE,1
153575129,0.5,26.5,3.885,5,24,-64,2412,FTM_BLUE,1
153575674,0.5,26.375,7.005,6,24,-57,2412,FTM_BLUE,1
153576208,0.5,27.0,5.01,4,24,-57,2412,FTM_BLUE,1
153576750,0.5,28.75,5.265,6,24,-65,2412,FTM_BLUE,1
153577290,0.5,26.812,5.955,6,24,-60,2412,FTM_BLUE,1
153577829,0.5,23.375,0.615,5,24,-61,2412,FTM_BLUE,1
153578371,0.5,27.25,5.535,6,24,-60,2412,FTM_BLUE,1
153578920,0.5,19.937,1.485,5,24,-58,2412,FTM_BLUE,1
153579458,0.5,24.125,5.745,5,24,-58,2412,FTM_BLUE,1
