#<Time(ms)>,<True Range(m)>,<Est. Range(m)>,<Std dev(m)>,<Successes#>,<Burst#>,<RSSI(dBm)>,<Ch-MHz>,<AP-SSID>,<RTT AP?>
218448697,0.5,11.062,6.255,5,24,-72,2412,FTM_BLUE,1
218449889,0.5,17.25,6.33,3,24,-71,2412,FTM_BLUE,1
218450483,0.5,13.75,5.82,6,24,-70,2412,FTM_BLUE,1
218451079,0.5,13.312,6.12,3,24,-72,2412,FTM_BLUE,1
218451666,0.5,11.375,6.495,7,24,-70,2412,FTM_BLUE,1
218452249,0.5,14.375,7.245,4,24,-72,2412,FTM_BLUE,1
218455053,0.5,11.375,7.38,4,24,-71,2412,FTM_BLUE,1
218457816,0.5,17.375,1.215,3,24,-35,2412,FTM_BLUE,1
218458952,0.5,13.937,4.86,9,24,-62,2412,FTM_BLUE,1
218459546,0.5,8.687,2.76,3,24,-69,2412,FTM_BLUE,1
218460120,0.5,9.75,2.025,6,24,-70,2412,FTM_BLUE,1
218460717,0.5,20.25,2.475,5,24,-69,2412,FTM_BLUE,1
218461794,0.5,12.25,5.925,5,24,-69,2412,FTM_BLUE,1
218463513,0.5,7.625,1.77,4,24,-70,2412,FTM_BLUE,1
218464140,0.5,16.312,5.25,2,24,-70,2412,FTM_BLUE,1
218465241,0.5,12.0,1.95,2,24,-70,2412,FTM_BLUE,1
218466349,0.5,6.25,0.315,3,24,-70,2412,FTM_BLUE,1
218466939,0.5,13.625,2.61,5,24,-69,2412,FTM_BLUE,1
218467527,0.5,12.0,5.64,3,24,-72,2412,FTM_BLUE,1
218468115,0.5,16.5,4.425,2,24,-71,2412,FTM_BLUE,1
218468720,0.5,10.0,1.575,5,24,-71,2412,FTM_BLUE,1
218469313,0.5,13.312,5.94,7,24,-72,2412,FTM_BLUE,1
218472010,0.5,13.937,6.855,6,24,-71,2412,FTM_BLUE,1
218472597,0.5,7.0,3.885,5,24,-71,2412,FTM_BLUE,1
218473187,0.5,13.5,7.5,6,24,-71,2412,FTM_BLUE,1
218474347,0.5,20.687,0.0,1,24,-70,2412,FTM_BLUE,1
218475507,0.5,15.75,6.195,6,24,-69,2412,FTM_BLUE,1
